"municipio","data","taxa_desemprego","fonte","taxa_informalidade","desemprego_informalidade"
"Aracaju (SE)","2002-03",,,,
"Belo Horizonte (MG)","2002-03",12.7659574468085,"PME",,
"Belém (PA)","2002-03",,,,
"Brasília (DF)","2002-03",,,,
"Campo Grande (MS)","2002-03",,,,
"Curitiba (PR)","2002-03",,,,
"Fortaleza (CE)","2002-03",,,,
"Goiânia (GO)","2002-03",,,,
"Grande Vitória (ES)","2002-03",,,,
"Porto Alegre (RS)","2002-03",10.0246002460025,"PME",,
"Recife (PE)","2002-03",13.815318539728,"PME",,
"Rio Branco (AC)","2002-03",,,,
"Rio de Janeiro (RJ)","2002-03",10.791788856305,"PME",,
"Salvador (BA)","2002-03",17.4592391304348,"PME",,
"São Luís (MA)","2002-03",,,,
"São Paulo (SP)","2002-03",13.7886293937249,"PME",,
"Aracaju (SE)","2002-04",,,,
"Belo Horizonte (MG)","2002-04",11.6171954964176,"PME",,
"Belém (PA)","2002-04",,,,
"Brasília (DF)","2002-04",,,,
"Campo Grande (MS)","2002-04",,,,
"Curitiba (PR)","2002-04",,,,
"Fortaleza (CE)","2002-04",,,,
"Goiânia (GO)","2002-04",,,,
"Grande Vitória (ES)","2002-04",,,,
"Porto Alegre (RS)","2002-04",10.1258238466147,"PME",,
"Recife (PE)","2002-04",13.5568513119534,"PME",,
"Rio Branco (AC)","2002-04",,,,
"Rio de Janeiro (RJ)","2002-04",10.484496124031,"PME",,
"Salvador (BA)","2002-04",15.8783783783784,"PME",,
"São Luís (MA)","2002-04",,,,
"São Paulo (SP)","2002-04",13.579370712089,"PME",,
"Aracaju (SE)","2002-05",,,,
"Belo Horizonte (MG)","2002-05",10.8606557377049,"PME",,
"Belém (PA)","2002-05",,,,
"Brasília (DF)","2002-05",,,,
"Campo Grande (MS)","2002-05",,,,
"Curitiba (PR)","2002-05",,,,
"Fortaleza (CE)","2002-05",,,,
"Goiânia (GO)","2002-05",,,,
"Grande Vitória (ES)","2002-05",,,,
"Porto Alegre (RS)","2002-05",9.93456276026175,"PME",,
"Recife (PE)","2002-05",12.6750184229919,"PME",,
"Rio Branco (AC)","2002-05",,,,
"Rio de Janeiro (RJ)","2002-05",10.9007458405049,"PME",,
"Salvador (BA)","2002-05",16.0460392687881,"PME",,
"São Luís (MA)","2002-05",,,,
"São Paulo (SP)","2002-05",12.1772547135823,"PME",,
"Aracaju (SE)","2002-06",,,,
"Belo Horizonte (MG)","2002-06",10.5236656596173,"PME",,
"Belém (PA)","2002-06",,,,
"Brasília (DF)","2002-06",,,,
"Campo Grande (MS)","2002-06",,,,
"Curitiba (PR)","2002-06",,,,
"Fortaleza (CE)","2002-06",,,,
"Goiânia (GO)","2002-06",,,,
"Grande Vitória (ES)","2002-06",,,,
"Porto Alegre (RS)","2002-06",8.70588235294118,"PME",,
"Recife (PE)","2002-06",12.3030757689422,"PME",,
"Rio Branco (AC)","2002-06",,,,
"Rio de Janeiro (RJ)","2002-06",10.1390498261877,"PME",,
"Salvador (BA)","2002-06",15.0879566982409,"PME",,
"São Luís (MA)","2002-06",,,,
"São Paulo (SP)","2002-06",12.5342221164147,"PME",,
"Aracaju (SE)","2002-07",,,,
"Belo Horizonte (MG)","2002-07",10.4794859120119,"PME",,
"Belém (PA)","2002-07",,,,
"Brasília (DF)","2002-07",,,,
"Campo Grande (MS)","2002-07",,,,
"Curitiba (PR)","2002-07",,,,
"Fortaleza (CE)","2002-07",,,,
"Goiânia (GO)","2002-07",,,,
"Grande Vitória (ES)","2002-07",,,,
"Porto Alegre (RS)","2002-07",8.56144437973209,"PME",,
"Recife (PE)","2002-07",12.1370067014147,"PME",,
"Rio Branco (AC)","2002-07",,,,
"Rio de Janeiro (RJ)","2002-07",10.204870506378,"PME",,
"Salvador (BA)","2002-07",14.7098515519568,"PME",,
"São Luís (MA)","2002-07",,,,
"São Paulo (SP)","2002-07",13.2683041485486,"PME",,
"Aracaju (SE)","2002-08",,,,
"Belo Horizonte (MG)","2002-08",11.284046692607,"PME",,
"Belém (PA)","2002-08",,,,
"Brasília (DF)","2002-08",,,,
"Campo Grande (MS)","2002-08",,,,
"Curitiba (PR)","2002-08",,,,
"Fortaleza (CE)","2002-08",,,,
"Goiânia (GO)","2002-08",,,,
"Grande Vitória (ES)","2002-08",,,,
"Porto Alegre (RS)","2002-08",7.71909460243761,"PME",,
"Recife (PE)","2002-08",11.9155354449472,"PME",,
"Rio Branco (AC)","2002-08",,,,
"Rio de Janeiro (RJ)","2002-08",10.0606290261463,"PME",,
"Salvador (BA)","2002-08",14.35124508519,"PME",,
"São Luís (MA)","2002-08",,,,
"São Paulo (SP)","2002-08",13.0948245918722,"PME",,
"Aracaju (SE)","2002-09",,,,
"Belo Horizonte (MG)","2002-09",10.5491329479769,"PME",,
"Belém (PA)","2002-09",,,,
"Brasília (DF)","2002-09",,,,
"Campo Grande (MS)","2002-09",,,,
"Curitiba (PR)","2002-09",,,,
"Fortaleza (CE)","2002-09",,,,
"Goiânia (GO)","2002-09",,,,
"Grande Vitória (ES)","2002-09",,,,
"Porto Alegre (RS)","2002-09",8.35768556399766,"PME",,
"Recife (PE)","2002-09",12.043795620438,"PME",,
"Rio Branco (AC)","2002-09",,,,
"Rio de Janeiro (RJ)","2002-09",9.65131959160085,"PME",,
"Salvador (BA)","2002-09",14.2857142857143,"PME",,
"São Luís (MA)","2002-09",,,,
"São Paulo (SP)","2002-09",12.7931034482759,"PME",,
"Aracaju (SE)","2002-10",,,,
"Belo Horizonte (MG)","2002-10",9.43938667944418,"PME",,
"Belém (PA)","2002-10",,,,
"Brasília (DF)","2002-10",,,,
"Campo Grande (MS)","2002-10",,,,
"Curitiba (PR)","2002-10",,,,
"Fortaleza (CE)","2002-10",,,,
"Goiânia (GO)","2002-10",,,,
"Grande Vitória (ES)","2002-10",,,,
"Porto Alegre (RS)","2002-10",8.48036425725669,"PME",,
"Recife (PE)","2002-10",12.7982646420824,"PME",,
"Rio Branco (AC)","2002-10",,,,
"Rio de Janeiro (RJ)","2002-10",9.68851519205045,"PME",,
"Salvador (BA)","2002-10",13.3552631578947,"PME",,
"São Luís (MA)","2002-10",,,,
"São Paulo (SP)","2002-10",12.3205878975772,"PME",,
"Aracaju (SE)","2002-11",,,,
"Belo Horizonte (MG)","2002-11",9.44309927360775,"PME",,
"Belém (PA)","2002-11",,,,
"Brasília (DF)","2002-11",,,,
"Campo Grande (MS)","2002-11",,,,
"Curitiba (PR)","2002-11",,,,
"Fortaleza (CE)","2002-11",,,,
"Goiânia (GO)","2002-11",,,,
"Grande Vitória (ES)","2002-11",,,,
"Porto Alegre (RS)","2002-11",7.90067720090294,"PME",,
"Recife (PE)","2002-11",12.5269978401728,"PME",,
"Rio Branco (AC)","2002-11",,,,
"Rio de Janeiro (RJ)","2002-11",9.4684701847971,"PME",,
"Salvador (BA)","2002-11",13.6423841059603,"PME",,
"São Luís (MA)","2002-11",,,,
"São Paulo (SP)","2002-11",11.9180421172453,"PME",,
"Aracaju (SE)","2002-12",,,,
"Belo Horizonte (MG)","2002-12",8.30019880715706,"PME",,
"Belém (PA)","2002-12",,,,
"Brasília (DF)","2002-12",,,,
"Campo Grande (MS)","2002-12",,,,
"Curitiba (PR)","2002-12",,,,
"Fortaleza (CE)","2002-12",,,,
"Goiânia (GO)","2002-12",,,,
"Grande Vitória (ES)","2002-12",,,,
"Porto Alegre (RS)","2002-12",7.43321718931475,"PME",,
"Recife (PE)","2002-12",11.2400290065265,"PME",,
"Rio Branco (AC)","2002-12",,,,
"Rio de Janeiro (RJ)","2002-12",8.84010102972605,"PME",,
"Salvador (BA)","2002-12",14.7572815533981,"PME",,
"São Luís (MA)","2002-12",,,,
"São Paulo (SP)","2002-12",11.673731240692,"PME",,
"Aracaju (SE)","2003-01",,,,
"Belo Horizonte (MG)","2003-01",9.67898832684825,"PME",,
"Belém (PA)","2003-01",,,,
"Brasília (DF)","2003-01",,,,
"Campo Grande (MS)","2003-01",,,,
"Curitiba (PR)","2003-01",,,,
"Fortaleza (CE)","2003-01",,,,
"Goiânia (GO)","2003-01",,,,
"Grande Vitória (ES)","2003-01",,,,
"Porto Alegre (RS)","2003-01",7.92540792540793,"PME",,
"Recife (PE)","2003-01",11.6491228070175,"PME",,
"Rio Branco (AC)","2003-01",,,,
"Rio de Janeiro (RJ)","2003-01",8.30951019630265,"PME",,
"Salvador (BA)","2003-01",15.2258064516129,"PME",,
"São Luís (MA)","2003-01",,,,
"São Paulo (SP)","2003-01",13.0076714801444,"PME",,
"Aracaju (SE)","2003-02",,,,
"Belo Horizonte (MG)","2003-02",10.0926377376889,"PME",,
"Belém (PA)","2003-02",,,,
"Brasília (DF)","2003-02",,,,
"Campo Grande (MS)","2003-02",,,,
"Curitiba (PR)","2003-02",,,,
"Fortaleza (CE)","2003-02",,,,
"Goiânia (GO)","2003-02",,,,
"Grande Vitória (ES)","2003-02",,,,
"Porto Alegre (RS)","2003-02",8.54503464203233,"PME",,
"Recife (PE)","2003-02",12.1463077984817,"PME",,
"Rio Branco (AC)","2003-02",,,,
"Rio de Janeiro (RJ)","2003-02",8.56269113149847,"PME",,
"Salvador (BA)","2003-02",14.9477806788512,"PME",,
"São Luís (MA)","2003-02",,,,
"São Paulo (SP)","2003-02",13.5035270406449,"PME",,
"Aracaju (SE)","2003-03",,,,
"Belo Horizonte (MG)","2003-03",10.1413944417357,"PME",,
"Belém (PA)","2003-03",,,,
"Brasília (DF)","2003-03",,,,
"Campo Grande (MS)","2003-03",,,,
"Curitiba (PR)","2003-03",,,,
"Fortaleza (CE)","2003-03",,,,
"Goiânia (GO)","2003-03",,,,
"Grande Vitória (ES)","2003-03",,,,
"Porto Alegre (RS)","2003-03",10.0227790432802,"PME",,
"Recife (PE)","2003-03",12.7083333333333,"PME",,
"Rio Branco (AC)","2003-03",,,,
"Rio de Janeiro (RJ)","2003-03",9.04788945674806,"PME",,
"Salvador (BA)","2003-03",16.1165048543689,"PME",,
"São Luís (MA)","2003-03",,,,
"São Paulo (SP)","2003-03",13.8620459846718,"PME",,
"Aracaju (SE)","2003-04",,,,
"Belo Horizonte (MG)","2003-04",10.4788999525842,"PME",,
"Belém (PA)","2003-04",,,,
"Brasília (DF)","2003-04",,,,
"Campo Grande (MS)","2003-04",,,,
"Curitiba (PR)","2003-04",,,,
"Fortaleza (CE)","2003-04",,,,
"Goiânia (GO)","2003-04",,,,
"Grande Vitória (ES)","2003-04",,,,
"Porto Alegre (RS)","2003-04",9.71590909090909,"PME",,
"Recife (PE)","2003-04",14.0679140679141,"PME",,
"Rio Branco (AC)","2003-04",,,,
"Rio de Janeiro (RJ)","2003-04",9.2217383071388,"PME",,
"Salvador (BA)","2003-04",16.6138237159163,"PME",,
"São Luís (MA)","2003-04",,,,
"São Paulo (SP)","2003-04",14.2110530412543,"PME",,
"Aracaju (SE)","2003-05",,,,
"Belo Horizonte (MG)","2003-05",10.8582266477003,"PME",,
"Belém (PA)","2003-05",,,,
"Brasília (DF)","2003-05",,,,
"Campo Grande (MS)","2003-05",,,,
"Curitiba (PR)","2003-05",,,,
"Fortaleza (CE)","2003-05",,,,
"Goiânia (GO)","2003-05",,,,
"Grande Vitória (ES)","2003-05",,,,
"Porto Alegre (RS)","2003-05",10.0907029478458,"PME",,
"Recife (PE)","2003-05",15.1162790697674,"PME",,
"Rio Branco (AC)","2003-05",,,,
"Rio de Janeiro (RJ)","2003-05",9.56212574850299,"PME",,
"Salvador (BA)","2003-05",17.2063492063492,"PME",,
"São Luís (MA)","2003-05",,,,
"São Paulo (SP)","2003-05",14.5314222712238,"PME",,
"Aracaju (SE)","2003-06",,,,
"Belo Horizonte (MG)","2003-06",11.9360902255639,"PME",,
"Belém (PA)","2003-06",,,,
"Brasília (DF)","2003-06",,,,
"Campo Grande (MS)","2003-06",,,,
"Curitiba (PR)","2003-06",,,,
"Fortaleza (CE)","2003-06",,,,
"Goiânia (GO)","2003-06",,,,
"Grande Vitória (ES)","2003-06",,,,
"Porto Alegre (RS)","2003-06",10.1983002832861,"PME",,
"Recife (PE)","2003-06",15.0034411562285,"PME",,
"Rio Branco (AC)","2003-06",,,,
"Rio de Janeiro (RJ)","2003-06",9.80941704035875,"PME",,
"Salvador (BA)","2003-06",17.7215189873418,"PME",,
"São Luís (MA)","2003-06",,,,
"São Paulo (SP)","2003-06",14.4223370341871,"PME",,
"Aracaju (SE)","2003-07",,,,
"Belo Horizonte (MG)","2003-07",11.3821138211382,"PME",,
"Belém (PA)","2003-07",,,,
"Brasília (DF)","2003-07",,,,
"Campo Grande (MS)","2003-07",,,,
"Curitiba (PR)","2003-07",,,,
"Fortaleza (CE)","2003-07",,,,
"Goiânia (GO)","2003-07",,,,
"Grande Vitória (ES)","2003-07",,,,
"Porto Alegre (RS)","2003-07",9.52655889145497,"PME",,
"Recife (PE)","2003-07",14.2173615857826,"PME",,
"Rio Branco (AC)","2003-07",,,,
"Rio de Janeiro (RJ)","2003-07",9.55414012738854,"PME",,
"Salvador (BA)","2003-07",17.680608365019,"PME",,
"São Luís (MA)","2003-07",,,,
"São Paulo (SP)","2003-07",14.475271411339,"PME",,
"Aracaju (SE)","2003-08",,,,
"Belo Horizonte (MG)","2003-08",12.0777417862101,"PME",,
"Belém (PA)","2003-08",,,,
"Brasília (DF)","2003-08",,,,
"Campo Grande (MS)","2003-08",,,,
"Curitiba (PR)","2003-08",,,,
"Fortaleza (CE)","2003-08",,,,
"Goiânia (GO)","2003-08",,,,
"Grande Vitória (ES)","2003-08",,,,
"Porto Alegre (RS)","2003-08",9.89259468626343,"PME",,
"Recife (PE)","2003-08",14.9532710280374,"PME",,
"Rio Branco (AC)","2003-08",,,,
"Rio de Janeiro (RJ)","2003-08",9.46955547254389,"PME",,
"Salvador (BA)","2003-08",17.5141242937853,"PME",,
"São Luís (MA)","2003-08",,,,
"São Paulo (SP)","2003-08",14.8390616475723,"PME",,
"Aracaju (SE)","2003-09",,,,
"Belo Horizonte (MG)","2003-09",10.7635694572217,"PME",,
"Belém (PA)","2003-09",,,,
"Brasília (DF)","2003-09",,,,
"Campo Grande (MS)","2003-09",,,,
"Curitiba (PR)","2003-09",,,,
"Fortaleza (CE)","2003-09",,,,
"Goiânia (GO)","2003-09",,,,
"Grande Vitória (ES)","2003-09",,,,
"Porto Alegre (RS)","2003-09",9.98877665544332,"PME",,
"Recife (PE)","2003-09",15.0166112956811,"PME",,
"Rio Branco (AC)","2003-09",,,,
"Rio de Janeiro (RJ)","2003-09",9.72740851381628,"PME",,
"Salvador (BA)","2003-09",17.6879343019583,"PME",,
"São Luís (MA)","2003-09",,,,
"São Paulo (SP)","2003-09",14.6901709401709,"PME",,
"Aracaju (SE)","2003-10",,,,
"Belo Horizonte (MG)","2003-10",11.1778290993072,"PME",,
"Belém (PA)","2003-10",,,,
"Brasília (DF)","2003-10",,,,
"Campo Grande (MS)","2003-10",,,,
"Curitiba (PR)","2003-10",,,,
"Fortaleza (CE)","2003-10",,,,
"Goiânia (GO)","2003-10",,,,
"Grande Vitória (ES)","2003-10",,,,
"Porto Alegre (RS)","2003-10",10.1117318435754,"PME",,
"Recife (PE)","2003-10",14.5454545454545,"PME",,
"Rio Branco (AC)","2003-10",,,,
"Rio de Janeiro (RJ)","2003-10",9.362735937208,"PME",,
"Salvador (BA)","2003-10",17.0562223626027,"PME",,
"São Luís (MA)","2003-10",,,,
"São Paulo (SP)","2003-10",15.0251848676455,"PME",,
"Aracaju (SE)","2003-11",,,,
"Belo Horizonte (MG)","2003-11",10.2162908421537,"PME",,
"Belém (PA)","2003-11",,,,
"Brasília (DF)","2003-11",,,,
"Campo Grande (MS)","2003-11",,,,
"Curitiba (PR)","2003-11",,,,
"Fortaleza (CE)","2003-11",,,,
"Goiânia (GO)","2003-11",,,,
"Grande Vitória (ES)","2003-11",,,,
"Porto Alegre (RS)","2003-11",9.36454849498328,"PME",,
"Recife (PE)","2003-11",14.0148950575491,"PME",,
"Rio Branco (AC)","2003-11",,,,
"Rio de Janeiro (RJ)","2003-11",8.87142055025267,"PME",,
"Salvador (BA)","2003-11",16.3036714374611,"PME",,
"São Luís (MA)","2003-11",,,,
"São Paulo (SP)","2003-11",13.9559734986108,"PME",,
"Aracaju (SE)","2003-12",,,,
"Belo Horizonte (MG)","2003-12",10.3847936949467,"PME",,
"Belém (PA)","2003-12",,,,
"Brasília (DF)","2003-12",,,,
"Campo Grande (MS)","2003-12",,,,
"Curitiba (PR)","2003-12",,,,
"Fortaleza (CE)","2003-12",,,,
"Goiânia (GO)","2003-12",,,,
"Grande Vitória (ES)","2003-12",,,,
"Porto Alegre (RS)","2003-12",7.96160361377753,"PME",,
"Recife (PE)","2003-12",12.1482498284145,"PME",,
"Rio Branco (AC)","2003-12",,,,
"Rio de Janeiro (RJ)","2003-12",8.60522800992177,"PME",,
"Salvador (BA)","2003-12",15.6386292834891,"PME",,
"São Luís (MA)","2003-12",,,,
"São Paulo (SP)","2003-12",11.7697966248377,"PME",,
"Aracaju (SE)","2004-01",,,,
"Belo Horizonte (MG)","2004-01",12.0971508640822,"PME",,
"Belém (PA)","2004-01",,,,
"Brasília (DF)","2004-01",,,,
"Campo Grande (MS)","2004-01",,,,
"Curitiba (PR)","2004-01",,,,
"Fortaleza (CE)","2004-01",,,,
"Goiânia (GO)","2004-01",,,,
"Grande Vitória (ES)","2004-01",,,,
"Porto Alegre (RS)","2004-01",7.65247410817031,"PME",,
"Recife (PE)","2004-01",12.8401953942777,"PME",,
"Rio Branco (AC)","2004-01",,,,
"Rio de Janeiro (RJ)","2004-01",8.86319845857418,"PME",,
"Salvador (BA)","2004-01",16.3291139240506,"PME",,
"São Luís (MA)","2004-01",,,,
"São Paulo (SP)","2004-01",12.8565160157964,"PME",,
"Aracaju (SE)","2004-02",,,,
"Belo Horizonte (MG)","2004-02",11.8299445471349,"PME",,
"Belém (PA)","2004-02",,,,
"Brasília (DF)","2004-02",,,,
"Campo Grande (MS)","2004-02",,,,
"Curitiba (PR)","2004-02",,,,
"Fortaleza (CE)","2004-02",,,,
"Goiânia (GO)","2004-02",,,,
"Grande Vitória (ES)","2004-02",,,,
"Porto Alegre (RS)","2004-02",8.53801169590643,"PME",,
"Recife (PE)","2004-02",12.807881773399,"PME",,
"Rio Branco (AC)","2004-02",,,,
"Rio de Janeiro (RJ)","2004-02",8.63472827116076,"PME",,
"Salvador (BA)","2004-02",17.2022684310019,"PME",,
"São Luís (MA)","2004-02",,,,
"São Paulo (SP)","2004-02",13.5274160008756,"PME",,
"Aracaju (SE)","2004-03",,,,
"Belo Horizonte (MG)","2004-03",12.0476408612002,"PME",,
"Belém (PA)","2004-03",,,,
"Brasília (DF)","2004-03",,,,
"Campo Grande (MS)","2004-03",,,,
"Curitiba (PR)","2004-03",,,,
"Fortaleza (CE)","2004-03",,,,
"Goiânia (GO)","2004-03",,,,
"Grande Vitória (ES)","2004-03",,,,
"Porto Alegre (RS)","2004-03",9.62414578587699,"PME",,
"Recife (PE)","2004-03",12.6404494382022,"PME",,
"Rio Branco (AC)","2004-03",,,,
"Rio de Janeiro (RJ)","2004-03",9.81777612495351,"PME",,
"Salvador (BA)","2004-03",17.15374841169,"PME",,
"São Luís (MA)","2004-03",,,,
"São Paulo (SP)","2004-03",14.5116179001721,"PME",,
"Aracaju (SE)","2004-04",,,,
"Belo Horizonte (MG)","2004-04",11.3345521023766,"PME",,
"Belém (PA)","2004-04",,,,
"Brasília (DF)","2004-04",,,,
"Campo Grande (MS)","2004-04",,,,
"Curitiba (PR)","2004-04",,,,
"Fortaleza (CE)","2004-04",,,,
"Goiânia (GO)","2004-04",,,,
"Grande Vitória (ES)","2004-04",,,,
"Porto Alegre (RS)","2004-04",10.7502799552072,"PME",,
"Recife (PE)","2004-04",14.4016227180527,"PME",,
"Rio Branco (AC)","2004-04",,,,
"Rio de Janeiro (RJ)","2004-04",10.7351865398683,"PME",,
"Salvador (BA)","2004-04",16.5495207667732,"PME",,
"São Luís (MA)","2004-04",,,,
"São Paulo (SP)","2004-04",14.3760042849491,"PME",,
"Aracaju (SE)","2004-05",,,,
"Belo Horizonte (MG)","2004-05",10.8455882352941,"PME",,
"Belém (PA)","2004-05",,,,
"Brasília (DF)","2004-05",,,,
"Campo Grande (MS)","2004-05",,,,
"Curitiba (PR)","2004-05",,,,
"Fortaleza (CE)","2004-05",,,,
"Goiânia (GO)","2004-05",,,,
"Grande Vitória (ES)","2004-05",,,,
"Porto Alegre (RS)","2004-05",9.73550928531232,"PME",,
"Recife (PE)","2004-05",13.2967786154901,"PME",,
"Rio Branco (AC)","2004-05",,,,
"Rio de Janeiro (RJ)","2004-05",9.66666666666667,"PME",,
"Salvador (BA)","2004-05",16.2145110410095,"PME",,
"São Luís (MA)","2004-05",,,,
"São Paulo (SP)","2004-05",13.6136242682278,"PME",,
"Aracaju (SE)","2004-06",,,,
"Belo Horizonte (MG)","2004-06",10.3777878925808,"PME",,
"Belém (PA)","2004-06",,,,
"Brasília (DF)","2004-06",,,,
"Campo Grande (MS)","2004-06",,,,
"Curitiba (PR)","2004-06",,,,
"Fortaleza (CE)","2004-06",,,,
"Goiânia (GO)","2004-06",,,,
"Grande Vitória (ES)","2004-06",,,,
"Porto Alegre (RS)","2004-06",9.51847704367301,"PME",,
"Recife (PE)","2004-06",12.865090403338,"PME",,
"Rio Branco (AC)","2004-06",,,,
"Rio de Janeiro (RJ)","2004-06",8.90831318579133,"PME",,
"Salvador (BA)","2004-06",14.9111675126903,"PME",,
"São Luís (MA)","2004-06",,,,
"São Paulo (SP)","2004-06",13.3574776310183,"PME",,
"Aracaju (SE)","2004-07",,,,
"Belo Horizonte (MG)","2004-07",10.6690777576854,"PME",,
"Belém (PA)","2004-07",,,,
"Brasília (DF)","2004-07",,,,
"Campo Grande (MS)","2004-07",,,,
"Curitiba (PR)","2004-07",,,,
"Fortaleza (CE)","2004-07",,,,
"Goiânia (GO)","2004-07",,,,
"Grande Vitória (ES)","2004-07",,,,
"Porto Alegre (RS)","2004-07",8.99944102850755,"PME",,
"Recife (PE)","2004-07",13.4707903780069,"PME",,
"Rio Branco (AC)","2004-07",,,,
"Rio de Janeiro (RJ)","2004-07",8.16023738872404,"PME",,
"Salvador (BA)","2004-07",14.9843260188088,"PME",,
"São Luís (MA)","2004-07",,,,
"São Paulo (SP)","2004-07",12.5212404418012,"PME",,
"Aracaju (SE)","2004-08",,,,
"Belo Horizonte (MG)","2004-08",10.1694915254237,"PME",,
"Belém (PA)","2004-08",,,,
"Brasília (DF)","2004-08",,,,
"Campo Grande (MS)","2004-08",,,,
"Curitiba (PR)","2004-08",,,,
"Fortaleza (CE)","2004-08",,,,
"Goiânia (GO)","2004-08",,,,
"Grande Vitória (ES)","2004-08",,,,
"Porto Alegre (RS)","2004-08",8.45070422535211,"PME",,
"Recife (PE)","2004-08",13.5023989033585,"PME",,
"Rio Branco (AC)","2004-08",,,,
"Rio de Janeiro (RJ)","2004-08",8.56777493606138,"PME",,
"Salvador (BA)","2004-08",16.6968053044002,"PME",,
"São Luís (MA)","2004-08",,,,
"São Paulo (SP)","2004-08",12.5213492741247,"PME",,
"Aracaju (SE)","2004-09",,,,
"Belo Horizonte (MG)","2004-09",10.1113585746102,"PME",,
"Belém (PA)","2004-09",,,,
"Brasília (DF)","2004-09",,,,
"Campo Grande (MS)","2004-09",,,,
"Curitiba (PR)","2004-09",,,,
"Fortaleza (CE)","2004-09",,,,
"Goiânia (GO)","2004-09",,,,
"Grande Vitória (ES)","2004-09",,,,
"Porto Alegre (RS)","2004-09",8.5920177383592,"PME",,
"Recife (PE)","2004-09",12.3983739837398,"PME",,
"Rio Branco (AC)","2004-09",,,,
"Rio de Janeiro (RJ)","2004-09",8.80173504427978,"PME",,
"Salvador (BA)","2004-09",15.5742633794348,"PME",,
"São Luís (MA)","2004-09",,,,
"São Paulo (SP)","2004-09",11.6792996690509,"PME",,
"Aracaju (SE)","2004-10",,,,
"Belo Horizonte (MG)","2004-10",9.62830273175101,"PME",,
"Belém (PA)","2004-10",,,,
"Brasília (DF)","2004-10",,,,
"Campo Grande (MS)","2004-10",,,,
"Curitiba (PR)","2004-10",,,,
"Fortaleza (CE)","2004-10",,,,
"Goiânia (GO)","2004-10",,,,
"Grande Vitória (ES)","2004-10",,,,
"Porto Alegre (RS)","2004-10",7.62430939226519,"PME",,
"Recife (PE)","2004-10",12.0759837177748,"PME",,
"Rio Branco (AC)","2004-10",,,,
"Rio de Janeiro (RJ)","2004-10",8.46337433449605,"PME",,
"Salvador (BA)","2004-10",15.7083580320095,"PME",,
"São Luís (MA)","2004-10",,,,
"São Paulo (SP)","2004-10",11.1821767402196,"PME",,
"Aracaju (SE)","2004-11",,,,
"Belo Horizonte (MG)","2004-11",9.18458781362007,"PME",,
"Belém (PA)","2004-11",,,,
"Brasília (DF)","2004-11",,,,
"Campo Grande (MS)","2004-11",,,,
"Curitiba (PR)","2004-11",,,,
"Fortaleza (CE)","2004-11",,,,
"Goiânia (GO)","2004-11",,,,
"Grande Vitória (ES)","2004-11",,,,
"Porto Alegre (RS)","2004-11",7.82029950083195,"PME",,
"Recife (PE)","2004-11",11.2175102599179,"PME",,
"Rio Branco (AC)","2004-11",,,,
"Rio de Janeiro (RJ)","2004-11",9.44049571714963,"PME",,
"Salvador (BA)","2004-11",15.8145065398335,"PME",,
"São Luís (MA)","2004-11",,,,
"São Paulo (SP)","2004-11",11.2235219728106,"PME",,
"Aracaju (SE)","2004-12",,,,
"Belo Horizonte (MG)","2004-12",8.43208751139471,"PME",,
"Belém (PA)","2004-12",,,,
"Brasília (DF)","2004-12",,,,
"Campo Grande (MS)","2004-12",,,,
"Curitiba (PR)","2004-12",,,,
"Fortaleza (CE)","2004-12",,,,
"Goiânia (GO)","2004-12",,,,
"Grande Vitória (ES)","2004-12",,,,
"Porto Alegre (RS)","2004-12",6.58550083010515,"PME",,
"Recife (PE)","2004-12",11.0279101429544,"PME",,
"Rio Branco (AC)","2004-12",,,,
"Rio de Janeiro (RJ)","2004-12",8.53816300129366,"PME",,
"Salvador (BA)","2004-12",15.4398563734291,"PME",,
"São Luís (MA)","2004-12",,,,
"São Paulo (SP)","2004-12",9.76312419974392,"PME",,
"Aracaju (SE)","2005-01",,,,
"Belo Horizonte (MG)","2005-01",9.71772327626099,"PME",,
"Belém (PA)","2005-01",,,,
"Brasília (DF)","2005-01",,,,
"Campo Grande (MS)","2005-01",,,,
"Curitiba (PR)","2005-01",,,,
"Fortaleza (CE)","2005-01",,,,
"Goiânia (GO)","2005-01",,,,
"Grande Vitória (ES)","2005-01",,,,
"Porto Alegre (RS)","2005-01",6.92788188529245,"PME",,
"Recife (PE)","2005-01",12.1816930488644,"PME",,
"Rio Branco (AC)","2005-01",,,,
"Rio de Janeiro (RJ)","2005-01",7.37352996079896,"PME",,
"Salvador (BA)","2005-01",15.8303464755078,"PME",,
"São Luís (MA)","2005-01",,,,
"São Paulo (SP)","2005-01",11.0718870346598,"PME",,
"Aracaju (SE)","2005-02",,,,
"Belo Horizonte (MG)","2005-02",9.82019363762102,"PME",,
"Belém (PA)","2005-02",,,,
"Brasília (DF)","2005-02",,,,
"Campo Grande (MS)","2005-02",,,,
"Curitiba (PR)","2005-02",,,,
"Fortaleza (CE)","2005-02",,,,
"Goiânia (GO)","2005-02",,,,
"Grande Vitória (ES)","2005-02",,,,
"Porto Alegre (RS)","2005-02",7.10601719197708,"PME",,
"Recife (PE)","2005-02",13.1815044858523,"PME",,
"Rio Branco (AC)","2005-02",,,,
"Rio de Janeiro (RJ)","2005-02",8.43060959792477,"PME",,
"Salvador (BA)","2005-02",15.6874621441551,"PME",,
"São Luís (MA)","2005-02",,,,
"São Paulo (SP)","2005-02",11.4367938605841,"PME",,
